dataset,method,dim,ndcg@10,n_queries,recall@10,recall@100
trec-covid,pca_ood,128,0.6541225821476035,50,0.01795738443655257,0.12708023502347887
trec-covid,pca_ood,64,0.6034022965148831,50,0.015287236537015367,0.10835758395563744
trec-covid,pca_ood,32,0.43339780609624406,50,0.010926219711261363,0.07220210198522543
webis-touche2020,full,1536,0.21433174037166366,49,0.15559079728274827,0.4666314455603676
webis-touche2020,mrl,512,0.20620304134087303,49,0.14965305740665044,0.4605450733104704
webis-touche2020,mrl,256,0.18943025217967274,49,0.13683023842505215,0.4349523441494718
webis-touche2020,mrl,128,0.1828750899978791,49,0.12084357323849002,0.4459620283401754
webis-touche2020,mrl,64,0.15849124091646072,49,0.1108859727364223,0.34405176534868226
webis-touche2020,mrl,32,0.08370764442478684,49,0.049880639955010665,0.2031841332059284
webis-touche2020,pca_in,512,0.2294573421738432,49,0.16064077533802684,0.46862141294736903
webis-touche2020,pca_in,256,0.22308770746176532,49,0.16272215123392855,0.44870133026502473
webis-touche2020,pca_in,128,0.18349855355133238,49,0.1343828086524818,0.4115867787629963
webis-touche2020,pca_in,64,0.14522160947766052,49,0.10287329900846894,0.3085130815887513
webis-touche2020,pca_in,32,0.07974276177393867,49,0.05853460276686049,0.21536746310946772
webis-touche2020,pca_ood,512,0.22043332530674425,49,0.15575136203024617,0.4712263865448645
webis-touche2020,pca_ood,256,0.20264926180001663,49,0.15152922304125996,0.4621396250462518
webis-touche2020,pca_ood,128,0.16415877879016677,49,0.12191379378978635,0.44088528443573977
webis-touche2020,pca_ood,64,0.14486375781529867,49,0.11075256249300656,0.393650851737781
webis-touche2020,pca_ood,32,0.06353212748066507,49,0.0535392364667549,0.2792548704811772
quora,full,1536,0.8758814257716218,10000,0.9525449943420597,0.9954396579185666
quora,mrl,512,0.8726790245655782,10000,0.9495351862495037,0.9949068140186315
quora,mrl,256,0.8687471323914335,10000,0.9478721158670316,0.9936662519363632
quora,mrl,128,0.8615130486671434,10000,0.9410583656423555,0.9915495931346026
quora,mrl,64,0.8379645668089123,10000,0.9189914063930575,0.9820161210210927
quora,mrl,32,0.7543548960244559,10000,0.8388012014761651,0.9380504132581932
quora,pca_in,512,0.874078210461701,10000,0.9507952872618591,0.9954236888320352
quora,pca_in,256,0.8642631586320587,10000,0.9440873852744227,0.994670035755055
quora,pca_in,128,0.8395760845866831,10000,0.9267586112472082,0.9900140650780115
quora,pca_in,64,0.779061851619102,10000,0.8727379886471376,0.974527207830378
quora,pca_in,32,0.6860536455580877,10000,0.7798239568396393,0.9165769493194719
quora,pca_ood,512,0.8794171447061603,10000,0.9535350483973806,0.9954599848631446
quora,pca_ood,256,0.8756791644578732,10000,0.9501075709148903,0.9947442063951355
quora,pca_ood,128,0.8657420312048482,10000,0.9424241201415067,0.9926794675197083
quora,pca_ood,64,0.8465958208318661,10000,0.9264680778410403,0.9872818986217099
quora,pca_ood,32,0.7957712982159095,10000,0.8840357096601736,0.9687256797446353
